rawX,rawY,rawZ,timestampsensorType
1.340753,2.4899697,9.193734,5,0
1.2641385,2.6048915,9.615114,27,0
1.4173675,2.7964275,9.576807,47,0
1.5705963,2.6048915,8.772355,65,0
1.3024458,2.528277,8.619126,86,0
1.4939818,2.6048915,9.385271,105,0
1.2641385,2.834735,9.500193,128,0
1.4556746,2.7581203,9.768343,147,0
1.340753,1.685518,8.925584,178,0
2.1068976,2.681506,8.772355,189,0
1.8004397,3.5242648,9.002198,207,0
1.7238252,2.719813,9.002198,225,0
2.0685902,2.3750482,9.11712,248,0
1.532289,1.0726024,9.155427,269,0
2.030283,3.1028855,9.653421,299,0
1.0342951,3.1028855,8.925584,309,0
0.9576807,2.336741,8.6574335,325,0
0.9959879,2.719813,9.385271,350,0
0.842759,2.9113493,8.810662,369,0
0.9576807,1.9536686,8.542512,387,0
-0.4213795,2.834735,9.385271,423,0
0.15322891,3.2561142,10.0748005,427,0
1.685518,2.6431987,10.228029,450,0
0.6895301,2.9496565,8.197746,466,0
-0.6895301,2.834735,9.385271,485,0
-0.5363012,3.217807,10.764331,508,0
-0.11492168,3.6391866,10.342952,530,0
-0.5363012,3.1794999,8.734048,549,0
0.45968673,2.4899697,8.504205,569,0
0.038307227,2.4899697,8.963891,585,0
0.38307226,3.064578,9.500193,606,0
1.0342951,3.4859576,9.615114,625,0
1.4556746,3.715801,9.385271,662,0
1.685518,4.2904096,9.500193,673,0
1.5705963,4.098873,10.304645,685,0
2.3750482,4.060566,9.691729,706,0
-0.8810662,1.0726024,10.419566,725,0
1.4173675,3.7924154,9.844957,749,0
2.183512,4.0222588,9.730036,784,0
2.2601264,3.9073372,9.653421,789,0
2.183512,4.2521024,8.389283,806,0
1.9919758,4.0222588,8.197746,825,0
2.3750482,4.060566,8.695741,853,0
3.2944214,4.3287168,8.619126,866,0
2.873042,3.8307228,7.5082164,891,0
2.9879637,3.9839516,6.6654577,915,0
2.873042,4.2521024,7.5465236,925,0
2.9496565,3.5625722,8.810662,950,0
2.4133554,3.9073372,7.8912888,966,0
