rawX,rawY,rawZ,timestampsensorType
-2.9879637,5.209783,7.73806,8,0
-2.3750482,4.865018,7.776367,8,0
-2.4133554,4.9799395,7.6614456,13,0
-2.566584,4.865018,7.5465236,42,0
-2.4899697,4.8267107,7.8529816,52,0
-2.9113493,4.9799395,8.236053,74,0
-2.6431987,4.711789,8.848969,92,0
-2.4516625,4.55856,8.772355,113,0
-1.340753,4.6351743,8.542512,141,0
-0.49799395,3.9073372,8.465898,152,0
-0.34476504,3.715801,9.80665,175,0
0.076614454,3.4476504,9.959879,194,0
0.22984336,3.0262709,10.611102,217,0
0.842759,3.4093432,8.197746,239,0
-0.6512229,3.715801,8.772355,252,0
-0.7661445,4.0222588,8.810662,276,0
-0.5746084,4.0222588,9.576807,293,0
-0.076614454,3.6391866,9.653421,314,0
-0.5363012,4.175488,9.385271,347,0
-0.5363012,4.6351743,9.040505,356,0
-0.6895301,3.5242648,8.504205,375,0
-1.3790601,3.9456444,8.734048,392,0
0.49799395,3.9456444,9.615114,412,0
-0.4213795,3.1028855,9.040505,436,0
1.4173675,3.4476504,7.699753,457,0
1.4939818,3.6008794,7.8529816,477,0
0.4213795,4.2904096,7.967903,493,0
0.30645782,3.7541082,9.155427,512,0
0.5746084,3.5242648,8.580819,535,0
0.15322891,4.0222588,8.0445175,556,0
0.38307226,4.060566,8.734048,594,0
0.15322891,4.3287168,8.389283,597,0
-0.38307226,4.1371803,8.236053,613,0
-0.4213795,3.9839516,8.925584,635,0
-0.49799395,4.060566,9.346964,652,0
-0.38307226,4.098873,8.925584,676,0
-0.15322891,4.213795,8.887277,702,0
0.11492168,4.213795,8.619126,713,0
0.19153613,4.1371803,9.232041,735,0
0.38307226,4.367024,9.998186,753,0
0.5746084,4.175488,9.615114,776,0
0.30645782,3.6391866,7.8912888,799,0
-0.9576807,4.405331,7.8912888,826,0
-0.5746084,4.1371803,9.308656,838,0
-1.532289,4.9799395,6.0142345,852,0
0.15322891,3.9456444,8.695741,876,0
0.5363012,4.098873,8.465898,896,0
0.9959879,4.098873,7.8912888,912,0
0.5746084,4.0222588,7.929596,964,0
-0.15322891,3.8307228,8.42759,964,0
0.076614454,3.9073372,8.734048,974,0
-0.30645782,3.9456444,9.040505,992,0
0.038307227,3.6008794,9.346964,1012,0
0.61291564,3.6774938,9.040505,1035,0
-0.038307227,3.2944214,9.308656,1054,0
-0.7278373,3.8307228,9.730036,1098,0
0.2681506,3.7541082,10.840945,1098,0
0.038307227,3.1794999,10.764331,1112,0
1.0726024,3.2561142,10.726024,1136,0
0.49799395,3.3327289,9.155427,1152,0
-0.5363012,3.7924154,9.385271,1176,0
-0.7278373,3.6774938,9.385271,1196,0
0.61291564,4.0222588,9.078813,1214,0
0.15322891,3.715801,8.619126,1241,0
0.30645782,3.9073372,9.040505,1252,0
0.2681506,4.0222588,8.734048,1276,0
0.6895301,3.5242648,8.42759,1298,0
0.11492168,3.9839516,8.082825,1313,0
0.49799395,3.064578,8.350976,1346,0
0.038307227,4.098873,7.6231384,1353,0
-0.5746084,4.175488,7.0102224,1375,0
0.842759,3.4859576,6.8186865,1395,0
1.9536686,3.5625722,7.0102224,1415,0
3.6774938,3.1794999,7.2783732,1434,0
3.1411927,1.2641385,7.967903,1454,0
2.7964275,0.842759,11.300632,1472,0
2.6048915,1.1875241,12.373235,1492,0
3.1411927,1.0342951,9.500193,1512,0
4.175488,0.91937345,7.3166804,1535,0
4.8267107,1.3790601,6.167464,1552,0
4.1371803,0.842759,5.4779334,1584,0
4.098873,0.38307226,5.707777,1599,0
3.9839516,0.038307227,6.5122285,1615,0
3.9456444,-0.5746084,6.895301,1635,0
3.4476504,-1.1109096,8.848969,1652,0
2.7581203,-1.532289,7.393295,1675,0
2.183512,-2.030283,7.6614456,1702,0
4.4436383,-3.1794999,7.5465236,1717,0
6.8569937,-3.0262709,8.082825,1732,0
6.3589997,-4.0222588,11.070788,1752,0
3.9839516,-3.5242648,10.802638,1772,0
3.2561142,-2.9113493,7.5082164,1792,0
5.3247046,-3.0262709,6.588843,1816,0
6.244078,-2.4516625,6.895301,1832,0
4.9416323,-3.7541082,6.6654577,1851,0
3.6774938,-6.167464,6.9719152,1872,0
5.3247046,-8.963891,16.625336,1891,0
3.7541082,-7.929596,13.560759,1912,0
3.4859576,-6.4739213,10.036493,1933,0
3.9839516,-5.8226986,8.963891,1952,0
3.8307228,-5.363012,7.776367,1971,0
3.6774938,-4.711789,6.244078,1991,0
3.9839516,-5.4779334,6.167464,2012,0
4.4436383,-5.2863975,7.393295,2031,0
3.5625722,-4.060566,7.2783732,2053,0
2.4133554,-5.3247046,6.8569937,2072,0
2.7581203,-6.7803793,6.6654577,2091,0
3.2944214,-7.431602,7.73806,2111,0
-4.2904096,-6.3206925,1.3790601,5253,0
-2.719813,-5.554548,0.6895301,5253,0
-2.4899697,-5.66947,0.9959879,5256,0
-3.1794999,-4.7500963,0.8810662,5403,0
-2.4133554,-3.7541082,-0.5363012,5403,0
-2.0685902,-4.175488,0.11492168,5403,0
-1.7621324,-8.848969,0.0,5403,0
-2.719813,-10.726024,-0.5363012,5403,0
-0.45968673,-8.0445175,0.15322891,5403,0
-6.0142345,-16.625336,-0.15322891,5403,0
-5.93762,-11.224017,0.9576807,5416,0
-4.865018,-9.615114,0.61291564,5434,0
-4.8267107,-10.266336,-0.11492168,5460,0
-2.030283,-10.802638,0.22984336,5474,0
-4.5202527,-10.572795,-1.3024458,5494,0
-7.8146744,-8.810662,0.15322891,5514,0
-4.4436383,-10.304645,0.842759,5534,0
-3.2944214,-12.29662,0.49799395,5556,0
-2.681506,-12.832921,-0.22984336,5574,0
-1.8004397,-11.492168,-0.8810662,5595,0
-2.7964275,-8.963891,-0.91937345,5615,0
-2.2984335,-5.93762,1.8004397,5634,0
-3.1028855,-6.0525417,0.19153613,5654,0
0.8810662,-7.967903,-1.2258313,5674,0
0.5746084,-6.4739213,-0.6512229,5694,0
0.22984336,-8.772355,-1.7621324,5714,0
-0.45968673,-9.040505,-2.681506,5734,0
1.4939818,-11.070788,-3.4476504,5754,0
-0.7278373,-12.717999,-0.15322891,5777,0
0.38307226,-13.101071,1.9153614,5840,0
0.8810662,-11.60709,0.22984336,5840,0
3.3327289,-11.990162,-2.9496565,5857,0
1.8004397,-8.6574335,-2.183512,5874,0
-3.1028855,-4.8267107,-0.30645782,5894,0
2.1452048,-4.9416323,-1.4556746,5914,0
2.0685902,-7.1251445,-1.2641385,5934,0
2.2601264,-7.240066,-0.49799395,5954,0
2.4516625,-8.0445175,-0.61291564,5974,0
5.8226986,-13.062764,-1.0342951,5994,0
-0.6895301,-10.228029,-0.6895301,6014,0
0.15322891,-8.810662,-1.1875241,6034,0
0.15322891,-8.0445175,-0.15322891,6054,0
1.8770541,-11.836933,-0.22984336,6074,0
2.7581203,-10.457873,-0.7661445,6094,0
1.9536686,-8.810662,-0.5363012,6114,0
1.9153614,-9.423578,-0.7278373,6137,0
1.1109096,-8.810662,-1.3024458,6154,0
1.5705963,-10.189722,-1.3024458,6258,0
1.340753,-9.193734,-0.5746084,6258,0
2.183512,-9.768343,-0.22984336,6339,0
2.834735,-12.334928,-0.34476504,6339,0
2.7964275,-10.994174,-1.1109096,6339,0
1.2258313,-9.500193,-0.91937345,6395,0
0.8810662,-10.0748005,-0.45968673,6395,0
1.2641385,-10.649409,-0.6895301,6396,0
0.19153613,-10.457873,-1.2258313,6396,0
-1.3024458,-8.465898,-1.1109096,6396,0
1.340753,-7.086837,-0.45968673,6396,0
1.4939818,-9.346964,-0.7661445,6396,0
2.183512,-9.500193,-1.8387469,6430,0
2.4133554,-10.802638,-0.9576807,6442,0
-0.30645782,-10.611102,-1.7621324,6466,0
0.11492168,-10.113108,-1.4939818,6486,0
0.49799395,-9.346964,-0.49799395,6496,0
2.3750482,-7.929596,1.1492168,6521,0
