rawX,rawY,rawZ,timestampsensorType
-3.9839516,3.4093432,6.895301,17,0
-3.8307228,3.371036,9.615114,37,0
-3.6391866,3.2944214,10.228029,61,0
-4.367024,3.2944214,9.844957,79,0
-4.367024,2.7581203,8.42759,97,0
-3.064578,2.4899697,8.0445175,116,0
-4.2521024,2.2984335,9.155427,139,0
-4.7884035,2.2218192,10.572795,157,0
-1.2641385,2.6048915,10.726024,202,0
-0.45968673,3.2561142,8.389283,202,0
-3.9839516,3.2561142,4.7500963,216,0
-2.4899697,2.528277,7.201759,237,0
-3.4859576,2.183512,7.393295,256,0
-2.2218192,3.0262709,7.8146744,279,0
-0.5746084,3.371036,7.73806,299,0
0.34476504,3.4859576,8.121132,331,0
4.1371803,1.4556746,9.193734,338,0
3.3327289,1.8770541,8.772355,357,0
2.2984335,0.8810662,6.7803793,379,0
4.098873,1.4556746,5.93762,397,0
6.205771,0.15322891,7.1251445,419,0
6.397307,0.34476504,9.461885,452,0
7.431602,1.1492168,10.189722,461,0
8.465898,1.3790601,8.0445175,479,0
8.619126,0.5363012,8.0445175,497,0
9.308656,0.4213795,8.772355,516,0
10.228029,0.076614454,9.040505,540,0
9.500193,-0.11492168,9.308656,570,0
8.772355,-0.038307227,9.270349,577,0
7.8146744,-0.38307226,8.848969,598,0
7.6231384,-0.38307226,7.8529816,616,0
7.5465236,-0.5363012,7.469909,637,0
6.588843,-0.80445176,6.703765,658,0
6.2823853,-0.9576807,6.588843,702,0
5.9759274,-0.7661445,5.5162406,703,0
6.205771,-0.6512229,5.2863975,716,0
2.9113493,-0.80445176,3.715801,739,0
5.056554,-1.6472107,5.133168,773,0
5.707777,-1.6472107,6.9719152,776,0
4.3287168,-1.6472107,5.707777,796,0
1.9919758,-2.719813,4.596867,819,0
3.3327289,-2.681506,4.596867,836,0
5.4779334,-2.3750482,3.7924154,856,0
4.903325,-2.566584,1.7238252,879,0
0.22984336,-1.0726024,0.61291564,906,0
4.903325,-4.1371803,0.30645782,926,0
7.1634517,-4.55856,2.2218192,943,0
8.197746,-5.363012,3.6008794,960,0
6.8186865,-5.592855,2.873042,977,0
6.205771,-6.090849,0.6512229,996,0
6.167464,-7.431602,1.3024458,1016,0
6.933608,-7.0485296,3.1794999,1041,0
8.542512,-6.0142345,3.2944214,1056,0
9.155427,-6.4739213,-0.6512229,1085,0
7.8912888,-7.0485296,0.076614454,1103,0
7.6231384,-8.887277,2.030283,1116,0
7.1634517,-9.500193,1.9536686,1137,0
6.397307,-10.381259,1.7621324,1159,0
5.2863975,-12.756307,2.1452048,1184,0
5.439626,-12.028469,2.719813,1202,0
6.3589997,-11.453861,2.6048915,1217,0
7.0485296,-11.300632,2.0685902,1242,0
7.6614456,-10.457873,1.8004397,1256,0
8.236053,-9.998186,1.6472107,1328,0
8.389283,-11.262324,1.3790601,1328,0
7.699753,-10.534488,1.340753,1328,0
7.8146744,-10.572795,1.5705963,1336,0
7.5082164,-10.840945,1.4939818,1356,0
6.6654577,-9.423578,1.4556746,1379,0
6.5505357,-8.580819,1.3790601,1396,0
6.435614,-8.465898,1.7238252,1416,0
6.090849,-7.201759,2.2218192,1437,0
7.086837,-7.6231384,1.685518,1456,0
7.2783732,-7.699753,0.842759,1476,0
6.5122285,-7.73806,0.842759,1496,0
5.5162406,-7.929596,0.842759,1516,0
4.6351743,-7.6231384,0.6895301,1536,0
5.209783,-7.2783732,-0.6895301,1559,0
6.397307,-6.742072,-0.11492168,1576,0
7.2783732,-7.3549876,0.7661445,1596,0
5.861006,-7.776367,-1.1875241,1616,0
5.631162,-8.121132,-1.532289,1636,0
1.7238252,-8.236053,-0.91937345,32216,0
1.7238252,-8.121132,-1.4173675,32216,0
1.4556746,-7.699753,-0.49799395,32221,0
1.7238252,-7.3166804,1.0726024,32313,0
2.3750482,-7.201759,1.4173675,32313,0
2.681506,-7.393295,0.9959879,32313,0
3.5242648,-8.121132,-1.1109096,32313,0
5.66947,-10.0748005,-0.076614454,32332,0
4.7500963,-10.764331,-2.7581203,32351,0
2.528277,-12.105083,-1.9919758,32371,0
1.2258313,-14.135366,-0.11492168,32391,0
4.9416323,-12.5264635,3.8307228,32412,0
5.0182467,-10.342952,1.8004397,32431,0
5.899313,-8.0445175,-0.19153613,32451,0
5.7843914,-11.645397,-3.1794999,32471,0
3.2561142,-17.889475,-3.7924154,32491,0
-0.5363012,-9.998186,0.5363012,32521,0
-0.45968673,-6.0142345,1.4556746,32541,0
-0.8810662,-4.5202527,0.5746084,32561,0
0.038307227,-5.631162,-0.15322891,32581,0
1.0342951,-7.469909,-0.4213795,32605,0
0.6895301,-9.461885,0.38307226,32623,0
0.038307227,-10.879252,0.8810662,32643,0
-0.9959879,-11.60709,0.19153613,32665,0
-1.3024458,-11.224017,-1.2641385,32684,0
